respID,qID,altID,obsID,profileID,price,hotel_quality,flight_quality,seat_quality,number_of_games,stage_of_tournament
236,6,3,1416,1906,3,5,Economy,Corner Section,3,Final Knockout
237,1,1,1417,215,6,3,Economy,Corner Section,1,Group Stage
237,1,2,1417,1982,2,4,Economy,Goal Section,3,Final Knockout
237,1,3,1417,181,7,4,Economy,Upper Deck,1,Group Stage
237,2,1,1418,54,6,4,Economy,Corner Section,0,Group Stage
237,2,2,1418,833,8,4,First,Goal Section,0,Early Knockout
237,2,3,1418,1377,6,4,First,Upper Deck,0,Final Knockout
237,3,1,1419,540,2,5,First,Upper Deck,3,Group Stage
237,3,2,1419,807,3,4,Economy,Goal Section,0,Early Knockout
237,3,3,1419,651,8,5,Economy,Goal Section,3,Group Stage
237,4,1,1420,1202,6,3,First,Upper Deck,3,Early Knockout
237,4,2,1420,556,4,4,Economy,Corner Section,3,Group Stage
237,4,3,1420,1496,6,3,First,Goal Section,0,Final Knockout
237,5,1,1421,1552,6,5,First,Upper Deck,1,Final Knockout
237,5,2,1421,1803,5,5,First,Touchline Section,2,Final Knockout
237,5,3,1421,1164,3,4,First,Goal Section,2,Early Knockout
237,6,1,1422,190,2,3,First,Upper Deck,1,Group Stage
237,6,2,1422,513,3,4,Economy,Upper Deck,3,Group Stage
237,6,3,1422,776,7,5,Economy,Touchline Section,0,Early Knockout
238,1,1,1423,303,3,4,Economy,Goal Section,1,Group Stage
238,1,2,1423,1712,5,4,First,Upper Deck,2,Final Knockout
238,1,3,1423,687,2,5,Economy,Upper Deck,0,Early Knockout
238,2,1,1424,921,5,5,First,Corner Section,1,Early Knockout
238,2,2,1424,1934,3,3,Economy,Touchline Section,3,Final Knockout
238,2,3,1424,769,7,4,Economy,Touchline Section,0,Early Knockout
238,3,1,1425,648,5,5,Economy,Goal Section,3,Group Stage
238,3,2,1425,283,4,4,First,Touchline Section,1,Group Stage
238,3,3,1425,177,3,4,Economy,Upper Deck,1,Group Stage
238,4,1,1426,353,4,5,Economy,Upper Deck,2,Group Stage
238,4,2,1426,23,3,3,First,Upper Deck,0,Group Stage
238,4,3,1426,1237,6,5,Economy,Corner Section,3,Early Knockout
238,5,1,1427,1403,4,5,Economy,Corner Section,0,Final Knockout
238,5,2,1427,374,4,5,First,Upper Deck,2,Group Stage
238,5,3,1427,321,7,3,First,Goal Section,1,Group Stage
238,6,1,1428,944,7,5,Economy,Touchline Section,1,Early Knockout
238,6,2,1428,1491,8,5,Economy,Goal Section,0,Final Knockout
238,6,3,1428,1928,4,5,First,Corner Section,3,Final Knockout
239,1,1,1429,1175,7,5,First,Goal Section,2,Early Knockout
239,1,2,1429,1364,7,5,Economy,Upper Deck,0,Final Knockout
239,1,3,1429,702,3,4,First,Upper Deck,0,Early Knockout
239,2,1,1430,1091,7,5,First,Corner Section,2,Early Knockout
239,2,2,1430,1064,8,4,Economy,Corner Section,2,Early Knockout
239,2,3,1430,1143,3,4,Economy,Goal Section,2,Early Knockout
239,3,1,1431,261,3,4,Economy,Touchline Section,1,Group Stage
239,3,2,1431,178,4,4,Economy,Upper Deck,1,Group Stage
239,3,3,1431,531,7,3,First,Upper Deck,3,Group Stage
239,4,1,1432,1324,2,3,First,Goal Section,3,Early Knockout
239,4,2,1432,1472,3,3,Economy,Goal Section,0,Final Knockout
239,4,3,1432,1730,2,4,Economy,Corner Section,2,Final Knockout
239,5,1,1433,908,6,3,First,Corner Section,1,Early Knockout
239,5,2,1433,480,5,5,Economy,Goal Section,2,Group Stage
239,5,3,1433,1618,2,3,First,Touchline Section,1,Final Knockout
239,6,1,1434,1390,5,3,Economy,Corner Section,0,Final Knockout
239,6,2,1434,341,6,3,Economy,Upper Deck,2,Group Stage
239,6,3,1434,1122,3,4,First,Touchline Section,2,Early Knockout
240,1,1,1435,1074,4,3,First,Corner Section,2,Early Knockout
240,1,2,1435,1097,6,3,Economy,Touchline Section,2,Early Knockout
240,1,3,1435,809,5,4,Economy,Goal Section,0,Early Knockout
240,2,1,1436,722,2,4,Economy,Corner Section,0,Early Knockout
240,2,2,1436,1529,4,5,Economy,Upper Deck,1,Final Knockout
240,2,3,1436,1596,8,5,First,Corner Section,1,Final Knockout
240,3,1,1437,1889,7,5,First,Upper Deck,3,Final Knockout
240,3,2,1437,1078,8,3,First,Corner Section,2,Early Knockout
240,3,3,1437,405,7,3,First,Corner Section,2,Group Stage
240,4,1,1438,399,8,5,Economy,Corner Section,2,Group Stage
240,4,2,1438,532,8,3,First,Upper Deck,3,Group Stage
240,4,3,1438,1092,8,5,First,Corner Section,2,Early Knockout
240,5,1,1439,1613,4,5,Economy,Touchline Section,1,Final Knockout
240,5,2,1439,447,7,3,First,Touchline Section,2,Group Stage
240,5,3,1439,867,7,3,First,Upper Deck,1,Early Knockout
240,6,1,1440,998,5,4,First,Goal Section,1,Early Knockout
240,6,2,1440,1957,5,3,First,Touchline Section,3,Final Knockout
240,6,3,1440,802,5,3,Economy,Goal Section,0,Early Knockout
241,1,1,1441,1030,2,3,First,Upper Deck,2,Early Knockout
241,1,2,1441,1540,8,3,First,Upper Deck,1,Final Knockout
241,1,3,1441,1054,5,3,Economy,Corner Section,2,Early Knockout
241,2,1,1442,362,6,3,First,Upper Deck,2,Group Stage
241,2,2,1442,148,2,3,First,Goal Section,0,Group Stage
241,2,3,1442,73,4,4,First,Corner Section,0,Group Stage
241,3,1,1443,147,8,5,Economy,Goal Section,0,Group Stage
241,3,2,1443,442,2,3,First,Touchline Section,2,Group Stage
241,3,3,1443,1176,8,5,First,Goal Section,2,Early Knockout
241,4,1,1444,1022,8,4,Economy,Upper Deck,2,Early Knockout
241,4,2,1444,1237,6,5,Economy,Corner Section,3,Early Knockout
241,4,3,1444,1568,8,4,Economy,Corner Section,1,Final Knockout
241,5,1,1445,1802,4,5,First,Touchline Section,2,Final Knockout
241,5,2,1445,1715,8,4,First,Upper Deck,2,Final Knockout
241,5,3,1445,1296,2,5,First,Touchline Section,3,Early Knockout
241,6,1,1446,877,3,5,First,Upper Deck,1,Early Knockout
241,6,2,1446,1425,5,5,First,Corner Section,0,Final Knockout
241,6,3,1446,959,8,4,First,Touchline Section,1,Early Knockout
242,1,1,1447,1214,4,5,First,Upper Deck,3,Early Knockout
242,1,2,1447,1339,3,5,First,Goal Section,3,Early Knockout
242,1,3,1447,274,2,3,First,Touchline Section,1,Group Stage
242,2,1,1448,1446,5,5,Economy,Touchline Section,0,Final Knockout
242,2,2,1448,1468,6,5,First,Touchline Section,0,Final Knockout
242,2,3,1448,398,7,5,Economy,Corner Section,2,Group Stage
242,3,1,1449,991,5,3,First,Goal Section,1,Early Knockout
242,3,2,1449,1929,5,5,First,Corner Section,3,Final Knockout
242,3,3,1449,243,6,4,First,Corner Section,1,Group Stage
242,4,1,1450,102,5,5,Economy,Touchline Section,0,Group Stage
242,4,2,1450,1,2,3,Economy,Upper Deck,0,Group Stage
242,4,3,1450,1885,3,5,First,Upper Deck,3,Final Knockout
242,5,1,1451,1432,5,3,Economy,Touchline Section,0,Final Knockout
242,5,2,1451,1419,6,4,First,Corner Section,0,Final Knockout
242,5,3,1451,1956,4,3,First,Touchline Section,3,Final Knockout
242,6,1,1452,354,5,5,Economy,Upper Deck,2,Group Stage
242,6,2,1452,933,3,4,Economy,Touchline Section,1,Early Knockout
242,6,3,1452,1082,5,4,First,Corner Section,2,Early Knockout
243,1,1,1453,933,3,4,Economy,Touchline Section,1,Early Knockout
243,1,2,1453,1157,3,3,First,Goal Section,2,Early Knockout
243,1,3,1453,1803,5,5,First,Touchline Section,2,Final Knockout
243,2,1,1454,1051,2,3,Economy,Corner Section,2,Early Knockout
243,2,2,1454,1129,3,5,First,Touchline Section,2,Early Knockout
243,2,3,1454,519,2,5,Economy,Upper Deck,3,Group Stage
243,3,1,1455,598,4,4,Economy,Touchline Section,3,Group Stage
243,3,2,1455,1457,2,4,First,Touchline Section,0,Final Knockout
243,3,3,1455,102,5,5,Economy,Touchline Section,0,Group Stage
243,4,1,1456,438,5,5,Economy,Touchline Section,2,Group Stage
243,4,2,1456,1420,7,4,First,Corner Section,0,Final Knockout
243,4,3,1456,1818,6,4,Economy,Goal Section,2,Final Knockout
243,5,1,1457,339,4,3,Economy,Upper Deck,2,Group Stage
243,5,2,1457,1287,7,3,First,Touchline Section,3,Early Knockout
243,5,3,1457,934,4,4,Economy,Touchline Section,1,Early Knockout
243,6,1,1458,1732,4,4,Economy,Corner Section,2,Final Knockout
243,6,2,1458,1323,8,5,Economy,Goal Section,3,Early Knockout
243,6,3,1458,1300,6,5,First,Touchline Section,3,Early Knockout
244,1,1,1459,1542,3,4,First,Upper Deck,1,Final Knockout
244,1,2,1459,1384,6,5,First,Upper Deck,0,Final Knockout
244,1,3,1459,1639,2,3,Economy,Goal Section,1,Final Knockout
244,2,1,1460,1077,7,3,First,Corner Section,2,Early Knockout
244,2,2,1460,1857,3,4,Economy,Upper Deck,3,Final Knockout
244,2,3,1460,952,8,3,First,Touchline Section,1,Early Knockout
244,3,1,1461,351,2,5,Economy,Upper Deck,2,Group Stage
244,3,2,1461,1856,2,4,Economy,Upper Deck,3,Final Knockout
244,3,3,1461,397,6,5,Economy,Corner Section,2,Group Stage
244,4,1,1462,115,4,4,First,Touchline Section,0,Group Stage
244,4,2,1462,1400,8,4,Economy,Corner Section,0,Final Knockout
244,4,3,1462,1035,7,3,First,Upper Deck,2,Early Knockout
244,5,1,1463,1014,7,3,Economy,Upper Deck,2,Early Knockout
244,5,2,1463,893,5,4,Economy,Corner Section,1,Early Knockout
244,5,3,1463,1648,4,4,Economy,Goal Section,1,Final Knockout
244,6,1,1464,1636,6,5,First,Touchline Section,1,Final Knockout
244,6,2,1464,1253,8,4,First,Corner Section,3,Early Knockout
244,6,3,1464,461,7,5,First,Touchline Section,2,Group Stage
245,1,1,1465,684,6,4,Economy,Upper Deck,0,Early Knockout
245,1,2,1465,835,3,5,First,Goal Section,0,Early Knockout
245,1,3,1465,1267,8,3,Economy,Touchline Section,3,Early Knockout
245,2,1,1466,10,4,4,Economy,Upper Deck,0,Group Stage
245,2,2,1466,1100,2,4,Economy,Touchline Section,2,Early Knockout
245,2,3,1466,977,5,4,Economy,Goal Section,1,Early Knockout
245,3,1,1467,1418,5,4,First,Corner Section,0,Final Knockout
245,3,2,1467,1994,7,5,Economy,Goal Section,3,Final Knockout
245,3,3,1467,603,2,5,Economy,Touchline Section,3,Group Stage
245,4,1,1468,202,7,4,First,Upper Deck,1,Group Stage
245,4,2,1468,566,7,5,Economy,Corner Section,3,Group Stage
245,4,3,1468,390,6,4,Economy,Corner Section,2,Group Stage
245,5,1,1469,1602,7,3,Economy,Touchline Section,1,Final Knockout
245,5,2,1469,1157,3,3,First,Goal Section,2,Early Knockout
245,5,3,1469,1301,7,5,First,Touchline Section,3,Early Knockout
245,6,1,1470,39,5,5,First,Upper Deck,0,Group Stage
245,6,2,1470,558,6,4,Economy,Corner Section,3,Group Stage
245,6,3,1470,1780,3,5,Economy,Touchline Section,2,Final Knockout
246,1,1,1471,329,8,4,First,Goal Section,1,Group Stage
246,1,2,1471,1796,5,4,First,Touchline Section,2,Final Knockout
246,1,3,1471,1185,3,4,Economy,Upper Deck,3,Early Knockout
246,2,1,1472,950,6,3,First,Touchline Section,1,Early Knockout
246,2,2,1472,468,7,3,Economy,Goal Section,2,Group Stage
246,2,3,1472,895,7,4,Economy,Corner Section,1,Early Knockout
246,3,1,1473,1143,3,4,Economy,Goal Section,2,Early Knockout
246,3,2,1473,587,7,5,First,Corner Section,3,Group Stage
246,3,3,1473,1708,8,3,First,Upper Deck,2,Final Knockout
246,4,1,1474,1975,2,3,Economy,Goal Section,3,Final Knockout
246,4,2,1474,1516,5,3,Economy,Upper Deck,1,Final Knockout
246,4,3,1474,1040,5,4,First,Upper Deck,2,Early Knockout
246,5,1,1475,245,8,4,First,Corner Section,1,Group Stage
246,5,2,1475,1780,3,5,Economy,Touchline Section,2,Final Knockout
246,5,3,1475,685,7,4,Economy,Upper Deck,0,Early Knockout
246,6,1,1476,1821,2,5,Economy,Goal Section,2,Final Knockout
246,6,2,1476,581,8,4,First,Corner Section,3,Group Stage
246,6,3,1476,836,4,5,First,Goal Section,0,Early Knockout
247,1,1,1477,1119,7,3,First,Touchline Section,2,Early Knockout
247,1,2,1477,1841,8,4,First,Goal Section,2,Final Knockout
247,1,3,1477,59,4,5,Economy,Corner Section,0,Group Stage
247,2,1,1478,299,6,3,Economy,Goal Section,1,Group Stage
247,2,2,1478,1492,2,3,First,Goal Section,0,Final Knockout
247,2,3,1478,356,7,5,Economy,Upper Deck,2,Group Stage
247,3,1,1479,22,2,3,First,Upper Deck,0,Group Stage
247,3,2,1479,854,8,4,Economy,Upper Deck,1,Early Knockout
247,3,3,1479,685,7,4,Economy,Upper Deck,0,Early Knockout
247,4,1,1480,895,7,4,Economy,Corner Section,1,Early Knockout
247,4,2,1480,532,8,3,First,Upper Deck,3,Group Stage
247,4,3,1480,1977,4,3,Economy,Goal Section,3,Final Knockout
247,5,1,1481,397,6,5,Economy,Corner Section,2,Group Stage
247,5,2,1481,78,2,5,First,Corner Section,0,Group Stage
247,5,3,1481,491,2,4,First,Goal Section,2,Group Stage
247,6,1,1482,63,8,5,Economy,Corner Section,0,Group Stage
247,6,2,1482,726,6,4,Economy,Corner Section,0,Early Knockout
247,6,3,1482,1100,2,4,Economy,Touchline Section,2,Early Knockout
248,1,1,1483,534,3,4,First,Upper Deck,3,Group Stage
248,1,2,1483,1661,3,3,First,Goal Section,1,Final Knockout
248,1,3,1483,1824,5,5,Economy,Goal Section,2,Final Knockout
248,2,1,1484,1037,2,4,First,Upper Deck,2,Early Knockout
248,2,2,1484,1042,7,4,First,Upper Deck,2,Early Knockout
248,2,3,1484,1170,2,5,First,Goal Section,2,Early Knockout
248,3,1,1485,663,6,4,First,Goal Section,3,Group Stage
248,3,2,1485,1827,8,5,Economy,Goal Section,2,Final Knockout
248,3,3,1485,1116,4,3,First,Touchline Section,2,Early Knockout
248,4,1,1486,1037,2,4,First,Upper Deck,2,Early Knockout
248,4,2,1486,835,3,5,First,Goal Section,0,Early Knockout
248,4,3,1486,485,3,3,First,Goal Section,2,Group Stage
248,5,1,1487,535,4,4,First,Upper Deck,3,Group Stage
248,5,2,1487,1871,3,3,First,Upper Deck,3,Final Knockout
248,5,3,1487,97,7,4,Economy,Touchline Section,0,Group Stage
248,6,1,1488,259,8,3,Economy,Touchline Section,1,Group Stage
248,6,2,1488,682,4,4,Economy,Upper Deck,0,Early Knockout
248,6,3,1488,274,2,3,First,Touchline Section,1,Group Stage
249,1,1,1489,1817,5,4,Economy,Goal Section,2,Final Knockout
249,1,2,1489,7,8,3,Economy,Upper Deck,0,Group Stage
249,1,3,1489,1289,2,4,First,Touchline Section,3,Early Knockout
249,2,1,1490,1663,5,3,First,Goal Section,1,Final Knockout
249,2,2,1490,1075,5,3,First,Corner Section,2,Early Knockout
249,2,3,1490,797,7,5,First,Touchline Section,0,Early Knockout
249,3,1,1491,752,4,5,First,Corner Section,0,Early Knockout
249,3,2,1491,964,6,5,First,Touchline Section,1,Early Knockout
249,3,3,1491,797,7,5,First,Touchline Section,0,Early Knockout
249,4,1,1492,226,3,5,Economy,Corner Section,1,Group Stage
249,4,2,1492,353,4,5,Economy,Upper Deck,2,Group Stage
249,4,3,1492,655,5,3,First,Goal Section,3,Group Stage
249,5,1,1493,1224,7,3,Economy,Corner Section,3,Early Knockout
249,5,2,1493,1971,5,5,First,Touchline Section,3,Final Knockout
249,5,3,1493,1099,8,3,Economy,Touchline Section,2,Early Knockout
249,6,1,1494,1594,6,5,First,Corner Section,1,Final Knockout
249,6,2,1494,1864,3,5,Economy,Upper Deck,3,Final Knockout
249,6,3,1494,116,5,4,First,Touchline Section,0,Group Stage
250,1,1,1495,799,2,3,Economy,Goal Section,0,Early Knockout
250,1,2,1495,1469,7,5,First,Touchline Section,0,Final Knockout
250,1,3,1495,338,3,3,Economy,Upper Deck,2,Group Stage
250,2,1,1496,331,3,5,First,Goal Section,1,Group Stage
250,2,2,1496,528,4,3,First,Upper Deck,3,Group Stage
250,2,3,1496,674,3,3,Economy,Upper Deck,0,Early Knockout
250,3,1,1497,1949,4,5,Economy,Touchline Section,3,Final Knockout
250,3,2,1497,1875,7,3,First,Upper Deck,3,Final Knockout
250,3,3,1497,1623,7,3,First,Touchline Section,1,Final Knockout
250,4,1,1498,751,3,5,First,Corner Section,0,Early Knockout
250,4,2,1498,505,2,3,Economy,Upper Deck,3,Group Stage
250,4,3,1498,1552,6,5,First,Upper Deck,1,Final Knockout
250,5,1,1499,1740,5,5,Economy,Corner Section,2,Final Knockout
250,5,2,1499,1938,7,3,Economy,Touchline Section,3,Final Knockout
250,5,3,1499,1777,7,4,Economy,Touchline Section,2,Final Knockout
250,6,1,1500,884,3,3,Economy,Corner Section,1,Early Knockout
250,6,2,1500,435,2,5,Economy,Touchline Section,2,Group Stage
250,6,3,1500,1678,6,5,First,Goal Section,1,Final Knockout
251,1,1,1501,949,5,3,First,Touchline Section,1,Early Knockout
251,1,2,1501,873,6,4,First,Upper Deck,1,Early Knockout
251,1,3,1501,699,7,3,First,Upper Deck,0,Early Knockout
251,2,1,1502,469,8,3,Economy,Goal Section,2,Group Stage
251,2,2,1502,1295,8,4,First,Touchline Section,3,Early Knockout
251,2,3,1502,1341,5,5,First,Goal Section,3,Early Knockout
251,3,1,1503,53,5,4,Economy,Corner Section,0,Group Stage
251,3,2,1503,700,8,3,First,Upper Deck,0,Early Knockout
251,3,3,1503,1405,6,5,Economy,Corner Section,0,Final Knockout
251,4,1,1504,996,3,4,First,Goal Section,1,Early Knockout
251,4,2,1504,1183,8,3,Economy,Upper Deck,3,Early Knockout
251,4,3,1504,1927,3,5,First,Corner Section,3,Final Knockout
251,5,1,1505,697,5,3,First,Upper Deck,0,Early Knockout
251,5,2,1505,1067,4,5,Economy,Corner Section,2,Early Knockout
251,5,3,1505,690,5,5,Economy,Upper Deck,0,Early Knockout
251,6,1,1506,830,5,4,First,Goal Section,0,Early Knockout
251,6,2,1506,143,4,5,Economy,Goal Section,0,Group Stage
251,6,3,1506,1901,5,4,Economy,Corner Section,3,Final Knockout
252,1,1,1507,117,6,4,First,Touchline Section,0,Group Stage
252,1,2,1507,549,4,3,Economy,Corner Section,3,Group Stage
252,1,3,1507,442,2,3,First,Touchline Section,2,Group Stage
252,2,1,1508,1849,2,3,Economy,Upper Deck,3,Final Knockout
252,2,2,1508,534,3,4,First,Upper Deck,3,Group Stage
252,2,3,1508,525,8,5,Economy,Upper Deck,3,Group Stage
252,3,1,1509,893,5,4,Economy,Corner Section,1,Early Knockout
252,3,2,1509,796,6,5,First,Touchline Section,0,Early Knockout
252,3,3,1509,358,2,3,First,Upper Deck,2,Group Stage
252,4,1,1510,1451,3,3,First,Touchline Section,0,Final Knockout
252,4,2,1510,1988,8,4,Economy,Goal Section,3,Final Knockout
252,4,3,1510,776,7,5,Economy,Touchline Section,0,Early Knockout
252,5,1,1511,1312,4,4,Economy,Goal Section,3,Early Knockout
252,5,2,1511,237,7,3,First,Corner Section,1,Group Stage
252,5,3,1511,434,8,4,Economy,Touchline Section,2,Group Stage
252,6,1,1512,814,3,5,Economy,Goal Section,0,Early Knockout
252,6,2,1512,693,8,5,Economy,Upper Deck,0,Early Knockout
252,6,3,1512,1150,3,5,Economy,Goal Section,2,Early Knockout
253,1,1,1513,1947,2,5,Economy,Touchline Section,3,Final Knockout
253,1,2,1513,1321,6,5,Economy,Goal Section,3,Early Knockout
253,1,3,1513,494,5,4,First,Goal Section,2,Group Stage
253,2,1,1514,814,3,5,Economy,Goal Section,0,Early Knockout
253,2,2,1514,1120,8,3,First,Touchline Section,2,Early Knockout
253,2,3,1514,1991,4,5,Economy,Goal Section,3,Final Knockout
253,3,1,1515,1619,3,3,First,Touchline Section,1,Final Knockout
253,3,2,1515,1459,4,4,First,Touchline Section,0,Final Knockout
253,3,3,1515,798,8,5,First,Touchline Section,0,Early Knockout
253,4,1,1516,1496,6,3,First,Goal Section,0,Final Knockout
253,4,2,1516,1074,4,3,First,Corner Section,2,Early Knockout
253,4,3,1516,1763,7,5,First,Corner Section,2,Final Knockout
253,5,1,1517,1789,5,3,First,Touchline Section,2,Final Knockout
253,5,2,1517,226,3,5,Economy,Corner Section,1,Group Stage
253,5,3,1517,969,4,3,Economy,Goal Section,1,Early Knockout
253,6,1,1518,1681,2,3,Economy,Upper Deck,2,Final Knockout
253,6,2,1518,1919,2,4,First,Corner Section,3,Final Knockout
253,6,3,1518,105,8,5,Economy,Touchline Section,0,Group Stage
254,1,1,1519,883,2,3,Economy,Corner Section,1,Early Knockout
254,1,2,1519,1937,6,3,Economy,Touchline Section,3,Final Knockout
254,1,3,1519,904,2,3,First,Corner Section,1,Early Knockout
254,2,1,1520,491,2,4,First,Goal Section,2,Group Stage
254,2,2,1520,1257,5,5,First,Corner Section,3,Early Knockout
254,2,3,1520,1543,4,4,First,Upper Deck,1,Final Knockout
254,3,1,1521,1399,7,4,Economy,Corner Section,0,Final Knockout
254,3,2,1521,1731,3,4,Economy,Corner Section,2,Final Knockout
254,3,3,1521,16,3,5,Economy,Upper Deck,0,Group Stage
254,4,1,1522,437,4,5,Economy,Touchline Section,2,Group Stage
254,4,2,1522,111,7,3,First,Touchline Section,0,Group Stage
254,4,3,1522,1591,3,5,First,Corner Section,1,Final Knockout
254,5,1,1523,1949,4,5,Economy,Touchline Section,3,Final Knockout
254,5,2,1523,86,3,3,Economy,Touchline Section,0,Group Stage
254,5,3,1523,884,3,3,Economy,Corner Section,1,Early Knockout
254,6,1,1524,1981,8,3,Economy,Goal Section,3,Final Knockout
254,6,2,1524,1416,3,4,First,Corner Section,0,Final Knockout
254,6,3,1524,885,4,3,Economy,Corner Section,1,Early Knockout
255,1,1,1525,1302,8,5,First,Touchline Section,3,Early Knockout
255,1,2,1525,360,4,3,First,Upper Deck,2,Group Stage
255,1,3,1525,748,7,4,First,Corner Section,0,Early Knockout
255,2,1,1526,1774,4,4,Economy,Touchline Section,2,Final Knockout
255,2,2,1526,1437,3,4,Economy,Touchline Section,0,Final Knockout
255,2,3,1526,699,7,3,First,Upper Deck,0,Early Knockout
255,3,1,1527,996,3,4,First,Goal Section,1,Early Knockout
255,3,2,1527,943,6,5,Economy,Touchline Section,1,Early Knockout
255,3,3,1527,1587,6,4,First,Corner Section,1,Final Knockout
255,4,1,1528,1481,5,4,Economy,Goal Section,0,Final Knockout
255,4,2,1528,125,7,5,First,Touchline Section,0,Group Stage
255,4,3,1528,1690,4,4,Economy,Upper Deck,2,Final Knockout
255,5,1,1529,1292,5,4,First,Touchline Section,3,Early Knockout
255,5,2,1529,376,6,5,First,Upper Deck,2,Group Stage
255,5,3,1529,1431,4,3,Economy,Touchline Section,0,Final Knockout
255,6,1,1530,802,5,3,Economy,Goal Section,0,Early Knockout
255,6,2,1530,334,6,5,First,Goal Section,1,Group Stage
255,6,3,1530,809,5,4,Economy,Goal Section,0,Early Knockout
256,1,1,1531,1638,8,5,First,Touchline Section,1,Final Knockout
256,1,2,1531,1726,5,3,Economy,Corner Section,2,Final Knockout
256,1,3,1531,1926,2,5,First,Corner Section,3,Final Knockout
256,2,1,1532,1460,5,4,First,Touchline Section,0,Final Knockout
256,2,2,1532,1662,4,3,First,Goal Section,1,Final Knockout
256,2,3,1532,1548,2,5,First,Upper Deck,1,Final Knockout
256,3,1,1533,561,2,5,Economy,Corner Section,3,Group Stage
256,3,2,1533,541,3,5,First,Upper Deck,3,Group Stage
256,3,3,1533,1615,6,5,Economy,Touchline Section,1,Final Knockout
256,4,1,1534,1379,8,4,First,Upper Deck,0,Final Knockout
256,4,2,1534,1309,8,3,Economy,Goal Section,3,Early Knockout
256,4,3,1534,163,3,5,First,Goal Section,0,Group Stage
256,5,1,1535,783,7,3,First,Touchline Section,0,Early Knockout
256,5,2,1535,1176,8,5,First,Goal Section,2,Early Knockout
256,5,3,1535,1825,6,5,Economy,Goal Section,2,Final Knockout
256,6,1,1536,493,4,4,First,Goal Section,2,Group Stage
256,6,2,1536,348,6,4,Economy,Upper Deck,2,Group Stage
256,6,3,1536,317,3,3,First,Goal Section,1,Group Stage
257,1,1,1537,437,4,5,Economy,Touchline Section,2,Group Stage
257,1,2,1537,423,4,3,Economy,Touchline Section,2,Group Stage
257,1,3,1537,637,8,3,Economy,Goal Section,3,Group Stage
257,2,1,1538,1709,2,4,First,Upper Deck,2,Final Knockout
257,2,2,1538,1138,5,3,Economy,Goal Section,2,Early Knockout
257,2,3,1538,1839,6,4,First,Goal Section,2,Final Knockout
257,3,1,1539,1473,4,3,Economy,Goal Section,0,Final Knockout
257,3,2,1539,1749,7,3,First,Corner Section,2,Final Knockout
257,3,3,1539,1156,2,3,First,Goal Section,2,Early Knockout
257,4,1,1540,618,3,4,First,Touchline Section,3,Group Stage
257,4,2,1540,928,5,3,Economy,Touchline Section,1,Early Knockout
257,4,3,1540,1436,2,4,Economy,Touchline Section,0,Final Knockout
257,5,1,1541,1212,2,5,First,Upper Deck,3,Early Knockout
257,5,2,1541,1575,8,5,Economy,Corner Section,1,Final Knockout
257,5,3,1541,378,8,5,First,Upper Deck,2,Group Stage
257,6,1,1542,1017,3,4,Economy,Upper Deck,2,Early Knockout
257,6,2,1542,1770,7,3,Economy,Touchline Section,2,Final Knockout
257,6,3,1542,303,3,4,Economy,Goal Section,1,Group Stage
258,1,1,1543,1757,8,4,First,Corner Section,2,Final Knockout
258,1,2,1543,803,6,3,Economy,Goal Section,0,Early Knockout
258,1,3,1543,1814,2,4,Economy,Goal Section,2,Final Knockout
258,2,1,1544,1829,3,3,First,Goal Section,2,Final Knockout
258,2,2,1544,44,3,3,Economy,Corner Section,0,Group Stage
258,2,3,1544,635,6,3,Economy,Goal Section,3,Group Stage
258,3,1,1545,985,6,5,Economy,Goal Section,1,Early Knockout
258,3,2,1545,1762,6,5,First,Corner Section,2,Final Knockout
258,3,3,1545,978,6,4,Economy,Goal Section,1,Early Knockout
258,4,1,1546,619,4,4,First,Touchline Section,3,Group Stage
258,4,2,1546,1061,5,4,Economy,Corner Section,2,Early Knockout
258,4,3,1546,771,2,5,Economy,Touchline Section,0,Early Knockout
258,5,1,1547,1534,2,3,First,Upper Deck,1,Final Knockout
258,5,2,1547,991,5,3,First,Goal Section,1,Early Knockout
258,5,3,1547,414,2,5,First,Corner Section,2,Group Stage
258,6,1,1548,1349,6,3,Economy,Upper Deck,0,Final Knockout
258,6,2,1548,1569,2,5,Economy,Corner Section,1,Final Knockout
258,6,3,1548,1242,4,3,First,Corner Section,3,Early Knockout
259,1,1,1549,392,8,4,Economy,Corner Section,2,Group Stage
259,1,2,1549,1263,4,3,Economy,Touchline Section,3,Early Knockout
259,1,3,1549,1005,5,5,First,Goal Section,1,Early Knockout
259,2,1,1550,1686,7,3,Economy,Upper Deck,2,Final Knockout
259,2,2,1550,485,3,3,First,Goal Section,2,Group Stage
259,2,3,1550,939,2,5,Economy,Touchline Section,1,Early Knockout
259,3,1,1551,312,5,5,Economy,Goal Section,1,Group Stage
259,3,2,1551,1563,3,4,Economy,Corner Section,1,Final Knockout
259,3,3,1551,688,3,5,Economy,Upper Deck,0,Early Knockout
259,4,1,1552,1065,2,5,Economy,Corner Section,2,Early Knockout
259,4,2,1552,1719,5,5,First,Upper Deck,2,Final Knockout
259,4,3,1552,1857,3,4,Economy,Upper Deck,3,Final Knockout
259,5,1,1553,1908,5,5,Economy,Corner Section,3,Final Knockout
259,5,2,1553,1767,4,3,Economy,Touchline Section,2,Final Knockout
259,5,3,1553,596,2,4,Economy,Touchline Section,3,Group Stage
259,6,1,1554,1623,7,3,First,Touchline Section,1,Final Knockout
