respID,qID,altID,obsID,profileID,price,seat_quality,number_of_games,pass__quality
277,1,3,1657,158,2,Touchline Section,1,Silver
277,2,1,1658,11,2,Corner Section,0,Bronze
277,2,2,1658,302,0.5,Goal Section,2,Gold
277,2,3,1658,232,0.5,Corner Section,0,Gold
277,3,1,1659,151,2,Corner Section,1,Silver
277,3,2,1659,157,1.5,Touchline Section,1,Silver
277,3,3,1659,11,2,Corner Section,0,Bronze
277,4,1,1660,202,3,Upper Deck,3,Silver
277,4,2,1660,9,1,Corner Section,0,Bronze
277,4,3,1660,182,3.5,Corner Section,2,Silver
277,5,1,1661,279,3,Goal Section,1,Gold
277,5,2,1661,48,3,Touchline Section,1,Bronze
277,5,3,1661,263,2,Corner Section,1,Gold
277,6,1,1662,32,2,Upper Deck,1,Bronze
277,6,2,1662,77,3.5,Touchline Section,2,Bronze
277,6,3,1662,247,1,Goal Section,0,Gold
278,1,1,1663,99,0.5,Touchline Section,3,Bronze
278,1,2,1663,30,1,Upper Deck,1,Bronze
278,1,3,1663,267,0.5,Touchline Section,1,Gold
278,2,1,1664,201,2.5,Upper Deck,3,Silver
278,2,2,1664,329,3.5,Touchline Section,3,Gold
278,2,3,1664,296,1,Touchline Section,2,Gold
278,3,1,1665,333,2,Goal Section,3,Gold
278,3,2,1665,33,2.5,Upper Deck,1,Bronze
278,3,3,1665,2,1,Upper Deck,0,Bronze
278,4,1,1666,258,3,Upper Deck,1,Gold
278,4,2,1666,245,3.5,Touchline Section,0,Gold
278,4,3,1666,278,2.5,Goal Section,1,Gold
278,5,1,1667,228,2,Upper Deck,0,Gold
278,5,2,1667,132,3,Touchline Section,0,Silver
278,5,3,1667,96,2.5,Corner Section,3,Bronze
278,6,1,1668,254,1,Upper Deck,1,Gold
278,6,2,1668,287,3.5,Upper Deck,2,Gold
278,6,3,1668,145,2.5,Upper Deck,1,Silver
279,1,1,1669,298,2,Touchline Section,2,Gold
279,1,2,1669,294,3.5,Corner Section,2,Gold
279,1,3,1669,15,0.5,Touchline Section,0,Bronze
279,2,1,1670,32,2,Upper Deck,1,Bronze
279,2,2,1670,122,1.5,Corner Section,0,Silver
279,2,3,1670,188,3,Touchline Section,2,Silver
279,3,1,1671,194,2.5,Goal Section,2,Silver
279,3,2,1671,335,3,Goal Section,3,Gold
279,3,3,1671,265,3,Corner Section,1,Gold
279,4,1,1672,309,0.5,Upper Deck,3,Gold
279,4,2,1672,164,1.5,Goal Section,1,Silver
279,4,3,1672,196,3.5,Goal Section,2,Silver
279,5,1,1673,136,1.5,Goal Section,0,Silver
279,5,2,1673,107,1,Goal Section,3,Bronze
279,5,3,1673,228,2,Upper Deck,0,Gold
279,6,1,1674,45,1.5,Touchline Section,1,Bronze
279,6,2,1674,203,3.5,Upper Deck,3,Silver
279,6,3,1674,244,3,Touchline Section,0,Gold
280,1,1,1675,30,1,Upper Deck,1,Bronze
280,1,2,1675,336,3.5,Goal Section,3,Gold
280,1,3,1675,70,3.5,Corner Section,2,Bronze
280,2,1,1676,47,2.5,Touchline Section,1,Bronze
280,2,2,1676,84,3.5,Goal Section,2,Bronze
280,2,3,1676,124,2.5,Corner Section,0,Silver
280,3,1,1677,274,0.5,Goal Section,1,Gold
280,3,2,1677,268,1,Touchline Section,1,Gold
280,3,3,1677,235,2,Corner Section,0,Gold
280,4,1,1678,254,1,Upper Deck,1,Gold
280,4,2,1678,46,2,Touchline Section,1,Bronze
280,4,3,1678,328,3,Touchline Section,3,Gold
280,5,1,1679,274,0.5,Goal Section,1,Gold
280,5,2,1679,162,0.5,Goal Section,1,Silver
280,5,3,1679,31,1.5,Upper Deck,1,Bronze
280,6,1,1680,266,3.5,Corner Section,1,Gold
280,6,2,1680,231,3.5,Upper Deck,0,Gold
280,6,3,1680,205,1,Corner Section,3,Silver
281,1,1,1681,106,0.5,Goal Section,3,Bronze
281,1,2,1681,94,1.5,Corner Section,3,Bronze
281,1,3,1681,4,2,Upper Deck,0,Bronze
281,2,1,1682,118,3,Upper Deck,0,Silver
281,2,2,1682,279,3,Goal Section,1,Gold
281,2,3,1682,137,2,Goal Section,0,Silver
281,3,1,1683,66,1.5,Corner Section,2,Bronze
281,3,2,1683,84,3.5,Goal Section,2,Bronze
281,3,3,1683,107,1,Goal Section,3,Bronze
281,4,1,1684,6,3,Upper Deck,0,Bronze
281,4,2,1684,29,0.5,Upper Deck,1,Bronze
281,4,3,1684,251,3,Goal Section,0,Gold
281,5,1,1685,205,1,Corner Section,3,Silver
281,5,2,1685,218,0.5,Goal Section,3,Silver
281,5,3,1685,286,3,Upper Deck,2,Gold
281,6,1,1686,200,2,Upper Deck,3,Silver
281,6,2,1686,8,0.5,Corner Section,0,Bronze
281,6,3,1686,265,3,Corner Section,1,Gold
282,1,1,1687,258,3,Upper Deck,1,Gold
282,1,2,1687,213,1.5,Touchline Section,3,Silver
282,1,3,1687,207,2,Corner Section,3,Silver
282,2,1,1688,276,1.5,Goal Section,1,Gold
282,2,2,1688,298,2,Touchline Section,2,Gold
282,2,3,1688,57,0.5,Upper Deck,2,Bronze
282,3,1,1689,106,0.5,Goal Section,3,Bronze
282,3,2,1689,277,2,Goal Section,1,Gold
282,3,3,1689,303,1,Goal Section,2,Gold
282,4,1,1690,292,2.5,Corner Section,2,Gold
282,4,2,1690,128,1,Touchline Section,0,Silver
282,4,3,1690,180,2.5,Corner Section,2,Silver
282,5,1,1691,248,1.5,Goal Section,0,Gold
282,5,2,1691,8,0.5,Corner Section,0,Bronze
282,5,3,1691,312,2,Upper Deck,3,Gold
282,6,1,1692,30,1,Upper Deck,1,Bronze
282,6,2,1692,332,1.5,Goal Section,3,Gold
282,6,3,1692,162,0.5,Goal Section,1,Silver
283,1,1,1693,33,2.5,Upper Deck,1,Bronze
283,1,2,1693,64,0.5,Corner Section,2,Bronze
283,1,3,1693,277,2,Goal Section,1,Gold
283,2,1,1694,158,2,Touchline Section,1,Silver
283,2,2,1694,299,2.5,Touchline Section,2,Gold
283,2,3,1694,319,2,Corner Section,3,Gold
283,3,1,1695,166,2.5,Goal Section,1,Silver
283,3,2,1695,227,1.5,Upper Deck,0,Gold
283,3,3,1695,134,0.5,Goal Section,0,Silver
283,4,1,1696,139,3,Goal Section,0,Silver
283,4,2,1696,275,1,Goal Section,1,Gold
283,4,3,1696,32,2,Upper Deck,1,Bronze
283,5,1,1697,108,1.5,Goal Section,3,Bronze
283,5,2,1697,57,0.5,Upper Deck,2,Bronze
283,5,3,1697,159,2.5,Touchline Section,1,Silver
283,6,1,1698,154,3.5,Corner Section,1,Silver
283,6,2,1698,224,3.5,Goal Section,3,Silver
283,6,3,1698,77,3.5,Touchline Section,2,Bronze
284,1,1,1699,311,1.5,Upper Deck,3,Gold
284,1,2,1699,310,1,Upper Deck,3,Gold
284,1,3,1699,270,2,Touchline Section,1,Gold
284,2,1,1700,103,2.5,Touchline Section,3,Bronze
284,2,2,1700,238,3.5,Corner Section,0,Gold
284,2,3,1700,310,1,Upper Deck,3,Gold
284,3,1,1701,318,1.5,Corner Section,3,Gold
284,3,2,1701,99,0.5,Touchline Section,3,Bronze
284,3,3,1701,80,1.5,Goal Section,2,Bronze
284,4,1,1702,161,3.5,Touchline Section,1,Silver
284,4,2,1702,283,1.5,Upper Deck,2,Gold
284,4,3,1702,225,0.5,Upper Deck,0,Gold
284,5,1,1703,22,0.5,Goal Section,0,Bronze
284,5,2,1703,331,1,Goal Section,3,Gold
284,5,3,1703,115,1.5,Upper Deck,0,Silver
284,6,1,1704,100,1,Touchline Section,3,Bronze
284,6,2,1704,149,1,Corner Section,1,Silver
284,6,3,1704,294,3.5,Corner Section,2,Gold
285,1,1,1705,205,1,Corner Section,3,Silver
285,1,2,1705,129,1.5,Touchline Section,0,Silver
285,1,3,1705,152,2.5,Corner Section,1,Silver
285,2,1,1706,330,0.5,Goal Section,3,Gold
285,2,2,1706,35,3.5,Upper Deck,1,Bronze
285,2,3,1706,125,3,Corner Section,0,Silver
285,3,1,1707,195,3,Goal Section,2,Silver
285,3,2,1707,36,0.5,Corner Section,1,Bronze
285,3,3,1707,94,1.5,Corner Section,3,Bronze
285,4,1,1708,317,1,Corner Section,3,Gold
285,4,2,1708,42,3.5,Corner Section,1,Bronze
285,4,3,1708,86,1,Upper Deck,3,Bronze
285,5,1,1709,155,0.5,Touchline Section,1,Silver
285,5,2,1709,271,2.5,Touchline Section,1,Gold
285,5,3,1709,335,3,Goal Section,3,Gold
285,6,1,1710,326,2,Touchline Section,3,Gold
285,6,2,1710,279,3,Goal Section,1,Gold
285,6,3,1710,243,2.5,Touchline Section,0,Gold
286,1,1,1711,21,3.5,Touchline Section,0,Bronze
286,1,2,1711,59,1.5,Upper Deck,2,Bronze
286,1,3,1711,269,1.5,Touchline Section,1,Gold
286,2,1,1712,300,3,Touchline Section,2,Gold
286,2,2,1712,52,1.5,Goal Section,1,Bronze
286,2,3,1712,320,2.5,Corner Section,3,Gold
286,3,1,1713,200,2,Upper Deck,3,Silver
286,3,2,1713,32,2,Upper Deck,1,Bronze
286,3,3,1713,73,1.5,Touchline Section,2,Bronze
286,4,1,1714,75,2.5,Touchline Section,2,Bronze
286,4,2,1714,57,0.5,Upper Deck,2,Bronze
286,4,3,1714,185,1.5,Touchline Section,2,Silver
286,5,1,1715,231,3.5,Upper Deck,0,Gold
286,5,2,1715,54,2.5,Goal Section,1,Bronze
286,5,3,1715,45,1.5,Touchline Section,1,Bronze
286,6,1,1716,229,2.5,Upper Deck,0,Gold
286,6,2,1716,155,0.5,Touchline Section,1,Silver
286,6,3,1716,64,0.5,Corner Section,2,Bronze
287,1,1,1717,318,1.5,Corner Section,3,Gold
287,1,2,1717,157,1.5,Touchline Section,1,Silver
287,1,3,1717,148,0.5,Corner Section,1,Silver
287,2,1,1718,210,3.5,Corner Section,3,Silver
287,2,2,1718,147,3.5,Upper Deck,1,Silver
287,2,3,1718,144,2,Upper Deck,1,Silver
287,3,1,1719,141,0.5,Upper Deck,1,Silver
287,3,2,1719,170,1,Upper Deck,2,Silver
287,3,3,1719,251,3,Goal Section,0,Gold
287,4,1,1720,280,3.5,Goal Section,1,Gold
287,4,2,1720,73,1.5,Touchline Section,2,Bronze
287,4,3,1720,314,3,Upper Deck,3,Gold
287,5,1,1721,153,3,Corner Section,1,Silver
287,5,2,1721,122,1.5,Corner Section,0,Silver
287,5,3,1721,120,0.5,Corner Section,0,Silver
287,6,1,1722,211,0.5,Touchline Section,3,Silver
287,6,2,1722,9,1,Corner Section,0,Bronze
287,6,3,1722,95,2,Corner Section,3,Bronze
288,1,1,1723,56,3.5,Goal Section,1,Bronze
288,1,2,1723,260,0.5,Corner Section,1,Gold
288,1,3,1723,1,0.5,Upper Deck,0,Bronze
288,2,1,1724,255,1.5,Upper Deck,1,Gold
288,2,2,1724,256,2,Upper Deck,1,Gold
288,2,3,1724,151,2,Corner Section,1,Silver
288,3,1,1725,331,1,Goal Section,3,Gold
288,3,2,1725,302,0.5,Goal Section,2,Gold
288,3,3,1725,263,2,Corner Section,1,Gold
288,4,1,1726,152,2.5,Corner Section,1,Silver
288,4,2,1726,149,1,Corner Section,1,Silver
288,4,3,1726,276,1.5,Goal Section,1,Gold
288,5,1,1727,56,3.5,Goal Section,1,Bronze
288,5,2,1727,327,2.5,Touchline Section,3,Gold
288,5,3,1727,231,3.5,Upper Deck,0,Gold
288,6,1,1728,146,3,Upper Deck,1,Silver
288,6,2,1728,92,0.5,Corner Section,3,Bronze
288,6,3,1728,29,0.5,Upper Deck,1,Bronze
289,1,1,1729,3,1.5,Upper Deck,0,Bronze
289,1,2,1729,119,3.5,Upper Deck,0,Silver
289,1,3,1729,106,0.5,Goal Section,3,Bronze
289,2,1,1730,148,0.5,Corner Section,1,Silver
289,2,2,1730,176,0.5,Corner Section,2,Silver
289,2,3,1730,314,3,Upper Deck,3,Gold
289,3,1,1731,159,2.5,Touchline Section,1,Silver
289,3,2,1731,200,2,Upper Deck,3,Silver
289,3,3,1731,12,2.5,Corner Section,0,Bronze
289,4,1,1732,270,2,Touchline Section,1,Gold
289,4,2,1732,12,2.5,Corner Section,0,Bronze
289,4,3,1732,128,1,Touchline Section,0,Silver
289,5,1,1733,10,1.5,Corner Section,0,Bronze
289,5,2,1733,33,2.5,Upper Deck,1,Bronze
289,5,3,1733,222,2.5,Goal Section,3,Silver
289,6,1,1734,265,3,Corner Section,1,Gold
289,6,2,1734,195,3,Goal Section,2,Silver
289,6,3,1734,93,1,Corner Section,3,Bronze
290,1,1,1735,287,3.5,Upper Deck,2,Gold
290,1,2,1735,105,3.5,Touchline Section,3,Bronze
290,1,3,1735,311,1.5,Upper Deck,3,Gold
290,2,1,1736,53,2,Goal Section,1,Bronze
290,2,2,1736,38,1.5,Corner Section,1,Bronze
290,2,3,1736,169,0.5,Upper Deck,2,Silver
290,3,1,1737,86,1,Upper Deck,3,Bronze
290,3,2,1737,12,2.5,Corner Section,0,Bronze
290,3,3,1737,264,2.5,Corner Section,1,Gold
290,4,1,1738,28,3.5,Goal Section,0,Bronze
290,4,2,1738,191,1,Goal Section,2,Silver
290,4,3,1738,269,1.5,Touchline Section,1,Gold
290,5,1,1739,50,0.5,Goal Section,1,Bronze
290,5,2,1739,143,1.5,Upper Deck,1,Silver
290,5,3,1739,203,3.5,Upper Deck,3,Silver
290,6,1,1740,226,1,Upper Deck,0,Gold
290,6,2,1740,97,3,Corner Section,3,Bronze
290,6,3,1740,163,1,Goal Section,1,Silver
291,1,1,1741,105,3.5,Touchline Section,3,Bronze
291,1,2,1741,138,2.5,Goal Section,0,Silver
291,1,3,1741,153,3,Corner Section,1,Silver
291,2,1,1742,59,1.5,Upper Deck,2,Bronze
291,2,2,1742,24,1.5,Goal Section,0,Bronze
291,2,3,1742,21,3.5,Touchline Section,0,Bronze
291,3,1,1743,40,2.5,Corner Section,1,Bronze
291,3,2,1743,331,1,Goal Section,3,Gold
291,3,3,1743,139,3,Goal Section,0,Silver
291,4,1,1744,43,0.5,Touchline Section,1,Bronze
291,4,2,1744,184,1,Touchline Section,2,Silver
291,4,3,1744,125,3,Corner Section,0,Silver
291,5,1,1745,28,3.5,Goal Section,0,Bronze
291,5,2,1745,89,2.5,Upper Deck,3,Bronze
291,5,3,1745,281,0.5,Upper Deck,2,Gold
291,6,1,1746,60,2,Upper Deck,2,Bronze
291,6,2,1746,290,1.5,Corner Section,2,Gold
291,6,3,1746,323,0.5,Touchline Section,3,Gold
292,1,1,1747,279,3,Goal Section,1,Gold
292,1,2,1747,130,2,Touchline Section,0,Silver
292,1,3,1747,141,0.5,Upper Deck,1,Silver
292,2,1,1748,128,1,Touchline Section,0,Silver
292,2,2,1748,53,2,Goal Section,1,Bronze
292,2,3,1748,214,2,Touchline Section,3,Silver
292,3,1,1749,13,3,Corner Section,0,Bronze
292,3,2,1749,272,3,Touchline Section,1,Gold
292,3,3,1749,160,3,Touchline Section,1,Silver
292,4,1,1750,56,3.5,Goal Section,1,Bronze
292,4,2,1750,244,3,Touchline Section,0,Gold
292,4,3,1750,227,1.5,Upper Deck,0,Gold
292,5,1,1751,55,3,Goal Section,1,Bronze
292,5,2,1751,187,2.5,Touchline Section,2,Silver
292,5,3,1751,308,3.5,Goal Section,2,Gold
292,6,1,1752,43,0.5,Touchline Section,1,Bronze
292,6,2,1752,203,3.5,Upper Deck,3,Silver
292,6,3,1752,4,2,Upper Deck,0,Bronze
293,1,1,1753,231,3.5,Upper Deck,0,Gold
293,1,2,1753,139,3,Goal Section,0,Silver
293,1,3,1753,329,3.5,Touchline Section,3,Gold
293,2,1,1754,153,3,Corner Section,1,Silver
293,2,2,1754,56,3.5,Goal Section,1,Bronze
293,2,3,1754,35,3.5,Upper Deck,1,Bronze
293,3,1,1755,274,0.5,Goal Section,1,Gold
293,3,2,1755,165,2,Goal Section,1,Silver
293,3,3,1755,225,0.5,Upper Deck,0,Gold
293,4,1,1756,256,2,Upper Deck,1,Gold
293,4,2,1756,148,0.5,Corner Section,1,Silver
293,4,3,1756,87,1.5,Upper Deck,3,Bronze
293,5,1,1757,320,2.5,Corner Section,3,Gold
293,5,2,1757,142,1,Upper Deck,1,Silver
293,5,3,1757,134,0.5,Goal Section,0,Silver
293,6,1,1758,174,3,Upper Deck,2,Silver
293,6,2,1758,127,0.5,Touchline Section,0,Silver
293,6,3,1758,247,1,Goal Section,0,Gold
294,1,1,1759,246,0.5,Goal Section,0,Gold
294,1,2,1759,152,2.5,Corner Section,1,Silver
294,1,3,1759,95,2,Corner Section,3,Bronze
294,2,1,1760,208,2.5,Corner Section,3,Silver
294,2,2,1760,176,0.5,Corner Section,2,Silver
294,2,3,1760,263,2,Corner Section,1,Gold
294,3,1,1761,151,2,Corner Section,1,Silver
294,3,2,1761,89,2.5,Upper Deck,3,Bronze
294,3,3,1761,326,2,Touchline Section,3,Gold
294,4,1,1762,272,3,Touchline Section,1,Gold
294,4,2,1762,35,3.5,Upper Deck,1,Bronze
294,4,3,1762,213,1.5,Touchline Section,3,Silver
294,5,1,1763,99,0.5,Touchline Section,3,Bronze
294,5,2,1763,44,1,Touchline Section,1,Bronze
294,5,3,1763,318,1.5,Corner Section,3,Gold
294,6,1,1764,171,1.5,Upper Deck,2,Silver
294,6,2,1764,85,0.5,Upper Deck,3,Bronze
294,6,3,1764,29,0.5,Upper Deck,1,Bronze
295,1,1,1765,305,2,Goal Section,2,Gold
295,1,2,1765,106,0.5,Goal Section,3,Bronze
295,1,3,1765,95,2,Corner Section,3,Bronze
295,2,1,1766,225,0.5,Upper Deck,0,Gold
295,2,2,1766,153,3,Corner Section,1,Silver
295,2,3,1766,205,1,Corner Section,3,Silver
295,3,1,1767,26,2.5,Goal Section,0,Bronze
295,3,2,1767,331,1,Goal Section,3,Gold
295,3,3,1767,301,3.5,Touchline Section,2,Gold
295,4,1,1768,1,0.5,Upper Deck,0,Bronze
295,4,2,1768,113,0.5,Upper Deck,0,Silver
295,4,3,1768,93,1,Corner Section,3,Bronze
295,5,1,1769,121,1,Corner Section,0,Silver
295,5,2,1769,262,1.5,Corner Section,1,Gold
295,5,3,1769,127,0.5,Touchline Section,0,Silver
295,6,1,1770,96,2.5,Corner Section,3,Bronze
295,6,2,1770,82,2.5,Goal Section,2,Bronze
295,6,3,1770,153,3,Corner Section,1,Silver
296,1,1,1771,274,0.5,Goal Section,1,Gold
296,1,2,1771,161,3.5,Touchline Section,1,Silver
296,1,3,1771,199,1.5,Upper Deck,3,Silver
296,2,1,1772,220,1.5,Goal Section,3,Silver
296,2,2,1772,67,2,Corner Section,2,Bronze
296,2,3,1772,316,0.5,Corner Section,3,Gold
296,3,1,1773,182,3.5,Corner Section,2,Silver
296,3,2,1773,181,3,Corner Section,2,Silver
296,3,3,1773,2,1,Upper Deck,0,Bronze
296,4,1,1774,272,3,Touchline Section,1,Gold
296,4,2,1774,76,3,Touchline Section,2,Bronze
296,4,3,1774,79,1,Goal Section,2,Bronze
296,5,1,1775,54,2.5,Goal Section,1,Bronze
296,5,2,1775,285,2.5,Upper Deck,2,Gold
296,5,3,1775,329,3.5,Touchline Section,3,Gold
296,6,1,1776,104,3,Touchline Section,3,Bronze
296,6,2,1776,8,0.5,Corner Section,0,Bronze
296,6,3,1776,127,0.5,Touchline Section,0,Silver
297,1,1,1777,33,2.5,Upper Deck,1,Bronze
297,1,2,1777,91,3.5,Upper Deck,3,Bronze
297,1,3,1777,138,2.5,Goal Section,0,Silver
297,2,1,1778,45,1.5,Touchline Section,1,Bronze
297,2,2,1778,285,2.5,Upper Deck,2,Gold
297,2,3,1778,172,2,Upper Deck,2,Silver
297,3,1,1779,193,2,Goal Section,2,Silver
297,3,2,1779,122,1.5,Corner Section,0,Silver
297,3,3,1779,190,0.5,Goal Section,2,Silver
297,4,1,1780,293,3,Corner Section,2,Gold
297,4,2,1780,37,1,Corner Section,1,Bronze
297,4,3,1780,214,2,Touchline Section,3,Silver
297,5,1,1781,26,2.5,Goal Section,0,Bronze
297,5,2,1781,200,2,Upper Deck,3,Silver
297,5,3,1781,205,1,Corner Section,3,Silver
297,6,1,1782,145,2.5,Upper Deck,1,Silver
297,6,2,1782,308,3.5,Goal Section,2,Gold
297,6,3,1782,204,0.5,Corner Section,3,Silver
298,1,1,1783,59,1.5,Upper Deck,2,Bronze
298,1,2,1783,196,3.5,Goal Section,2,Silver
298,1,3,1783,87,1.5,Upper Deck,3,Bronze
298,2,1,1784,21,3.5,Touchline Section,0,Bronze
298,2,2,1784,203,3.5,Upper Deck,3,Silver
298,2,3,1784,221,2,Goal Section,3,Silver
298,3,1,1785,82,2.5,Goal Section,2,Bronze
298,3,2,1785,134,0.5,Goal Section,0,Silver
298,3,3,1785,202,3,Upper Deck,3,Silver
298,4,1,1786,201,2.5,Upper Deck,3,Silver
298,4,2,1786,298,2,Touchline Section,2,Gold
298,4,3,1786,200,2,Upper Deck,3,Silver
298,5,1,1787,250,2.5,Goal Section,0,Gold
298,5,2,1787,4,2,Upper Deck,0,Bronze
298,5,3,1787,216,3,Touchline Section,3,Silver
298,6,1,1788,161,3.5,Touchline Section,1,Silver
298,6,2,1788,325,1.5,Touchline Section,3,Gold
298,6,3,1788,107,1,Goal Section,3,Bronze
299,1,1,1789,310,1,Upper Deck,3,Gold
299,1,2,1789,286,3,Upper Deck,2,Gold
299,1,3,1789,269,1.5,Touchline Section,1,Gold
299,2,1,1790,307,3,Goal Section,2,Gold
299,2,2,1790,113,0.5,Upper Deck,0,Silver
299,2,3,1790,118,3,Upper Deck,0,Silver
299,3,1,1791,242,2,Touchline Section,0,Gold
299,3,2,1791,292,2.5,Corner Section,2,Gold
299,3,3,1791,50,0.5,Goal Section,1,Bronze
299,4,1,1792,273,3.5,Touchline Section,1,Gold
299,4,2,1792,49,3.5,Touchline Section,1,Bronze
299,4,3,1792,311,1.5,Upper Deck,3,Gold
299,5,1,1793,325,1.5,Touchline Section,3,Gold
299,5,2,1793,153,3,Corner Section,1,Silver
299,5,3,1793,224,3.5,Goal Section,3,Silver
299,6,1,1794,142,1,Upper Deck,1,Silver
299,6,2,1794,49,3.5,Touchline Section,1,Bronze
299,6,3,1794,23,1,Goal Section,0,Bronze
300,1,1,1795,217,3.5,Touchline Section,3,Silver
300,1,2,1795,326,2,Touchline Section,3,Gold
300,1,3,1795,147,3.5,Upper Deck,1,Silver
300,2,1,1796,76,3,Touchline Section,2,Bronze
300,2,2,1796,54,2.5,Goal Section,1,Bronze
300,2,3,1796,298,2,Touchline Section,2,Gold
300,3,1,1797,308,3.5,Goal Section,2,Gold
300,3,2,1797,33,2.5,Upper Deck,1,Bronze
300,3,3,1797,297,1.5,Touchline Section,2,Gold
300,4,1,1798,133,3.5,Touchline Section,0,Silver
300,4,2,1798,140,3.5,Goal Section,0,Silver
300,4,3,1798,172,2,Upper Deck,2,Silver
300,5,1,1799,127,0.5,Touchline Section,0,Silver
300,5,2,1799,104,3,Touchline Section,3,Bronze
300,5,3,1799,331,1,Goal Section,3,Gold
300,6,1,1800,317,1,Corner Section,3,Gold
300,6,2,1800,139,3,Goal Section,0,Silver
300,6,3,1800,22,0.5,Goal Section,0,Bronze
301,1,1,1801,183,0.5,Touchline Section,2,Silver
301,1,2,1801,86,1,Upper Deck,3,Bronze
301,1,3,1801,269,1.5,Touchline Section,1,Gold
301,2,1,1802,210,3.5,Corner Section,3,Silver
301,2,2,1802,204,0.5,Corner Section,3,Silver
301,2,3,1802,6,3,Upper Deck,0,Bronze
301,3,1,1803,89,2.5,Upper Deck,3,Bronze
301,3,2,1803,282,1,Upper Deck,2,Gold
301,3,3,1803,103,2.5,Touchline Section,3,Bronze
301,4,1,1804,293,3,Corner Section,2,Gold
301,4,2,1804,238,3.5,Corner Section,0,Gold
301,4,3,1804,31,1.5,Upper Deck,1,Bronze
301,5,1,1805,65,1,Corner Section,2,Bronze
301,5,2,1805,308,3.5,Goal Section,2,Gold
301,5,3,1805,212,1,Touchline Section,3,Silver
301,6,1,1806,282,1,Upper Deck,2,Gold
301,6,2,1806,128,1,Touchline Section,0,Silver
301,6,3,1806,235,2,Corner Section,0,Gold
302,1,1,1807,217,3.5,Touchline Section,3,Silver
302,1,2,1807,208,2.5,Corner Section,3,Silver
302,1,3,1807,223,3,Goal Section,3,Silver
302,2,1,1808,98,3.5,Corner Section,3,Bronze
302,2,2,1808,273,3.5,Touchline Section,1,Gold
302,2,3,1808,175,3.5,Upper Deck,2,Silver
302,3,1,1809,336,3.5,Goal Section,3,Gold
302,3,2,1809,124,2.5,Corner Section,0,Silver
302,3,3,1809,66,1.5,Corner Section,2,Bronze
302,4,1,1810,127,0.5,Touchline Section,0,Silver
302,4,2,1810,284,2,Upper Deck,2,Gold
302,4,3,1810,72,1,Touchline Section,2,Bronze
302,5,1,1811,96,2.5,Corner Section,3,Bronze
302,5,2,1811,35,3.5,Upper Deck,1,Bronze
302,5,3,1811,184,1,Touchline Section,2,Silver
302,6,1,1812,146,3,Upper Deck,1,Silver
302,6,2,1812,138,2.5,Goal Section,0,Silver
302,6,3,1812,331,1,Goal Section,3,Gold
303,1,1,1813,99,0.5,Touchline Section,3,Bronze
303,1,2,1813,304,1.5,Goal Section,2,Gold
303,1,3,1813,43,0.5,Touchline Section,1,Bronze
303,2,1,1814,177,1,Corner Section,2,Silver
303,2,2,1814,3,1.5,Upper Deck,0,Bronze
303,2,3,1814,215,2.5,Touchline Section,3,Silver
303,3,1,1815,289,1,Corner Section,2,Gold
303,3,2,1815,147,3.5,Upper Deck,1,Silver
303,3,3,1815,123,2,Corner Section,0,Silver
303,4,1,1816,33,2.5,Upper Deck,1,Bronze
303,4,2,1816,334,2.5,Goal Section,3,Gold
303,4,3,1816,10,1.5,Corner Section,0,Bronze
303,5,1,1817,177,1,Corner Section,2,Silver
303,5,2,1817,21,3.5,Touchline Section,0,Bronze
303,5,3,1817,130,2,Touchline Section,0,Silver
303,6,1,1818,8,0.5,Corner Section,0,Bronze
303,6,2,1818,30,1,Upper Deck,1,Bronze
303,6,3,1818,242,2,Touchline Section,0,Gold
304,1,1,1819,118,3,Upper Deck,0,Silver
304,1,2,1819,311,1.5,Upper Deck,3,Gold
304,1,3,1819,139,3,Goal Section,0,Silver
304,2,1,1820,58,1,Upper Deck,2,Bronze
304,2,2,1820,123,2,Corner Section,0,Silver
304,2,3,1820,11,2,Corner Section,0,Bronze
304,3,1,1821,290,1.5,Corner Section,2,Gold
304,3,2,1821,239,0.5,Touchline Section,0,Gold
304,3,3,1821,279,3,Goal Section,1,Gold
304,4,1,1822,241,1.5,Touchline Section,0,Gold
304,4,2,1822,248,1.5,Goal Section,0,Gold
304,4,3,1822,165,2,Goal Section,1,Silver
304,5,1,1823,121,1,Corner Section,0,Silver
304,5,2,1823,155,0.5,Touchline Section,1,Silver
304,5,3,1823,218,0.5,Goal Section,3,Silver
304,6,1,1824,160,3,Touchline Section,1,Silver
304,6,2,1824,256,2,Upper Deck,1,Gold
304,6,3,1824,144,2,Upper Deck,1,Silver
305,1,1,1825,153,3,Corner Section,1,Silver
305,1,2,1825,56,3.5,Goal Section,1,Bronze
305,1,3,1825,230,3,Upper Deck,0,Gold
305,2,1,1826,92,0.5,Corner Section,3,Bronze
305,2,2,1826,10,1.5,Corner Section,0,Bronze
305,2,3,1826,180,2.5,Corner Section,2,Silver
305,3,1,1827,96,2.5,Corner Section,3,Bronze
305,3,2,1827,250,2.5,Goal Section,0,Gold
305,3,3,1827,278,2.5,Goal Section,1,Gold
305,4,1,1828,135,1,Goal Section,0,Silver
305,4,2,1828,105,3.5,Touchline Section,3,Bronze
305,4,3,1828,249,2,Goal Section,0,Gold
305,5,1,1829,83,3,Goal Section,2,Bronze
305,5,2,1829,117,2.5,Upper Deck,0,Silver
305,5,3,1829,229,2.5,Upper Deck,0,Gold
